blind_id,receipt,source_file,drive_file_id,card_type,evidence_linked,f676_surface_sha256,patched_surface_sha256,legacy_usefulness,legacy_evidence_traceability,legacy_explanation_specificity,legacy_actionability,legacy_safety_calibration,legacy_concision_scannability,legacy_composite,f676_proxy_usefulness,f676_proxy_evidence_traceability,f676_proxy_explanation_specificity,f676_proxy_actionability,f676_proxy_safety_calibration,f676_proxy_concision_scannability,f676_proxy_composite,patched_proxy_usefulness,patched_proxy_evidence_traceability,patched_proxy_explanation_specificity,patched_proxy_actionability,patched_proxy_safety_calibration,patched_proxy_concision_scannability,patched_proxy_composite,legacy_low_score_rationales,f676_score_basis,patched_score_basis,f676_paired_delta,patched_paired_delta
H033,natural,engine_card_039.json,1wgqImXa36GeWQMdmcrCt3ZLJYJfFurMv,engine_card,False,94eb1311e48c3fe9088226695f6d0cae7e0f0cb5b57f3d2d9486ee199afe91c4,60b2ef106833fdc5498d4b5dbf5c4a9be65359bb9cddad3d7cb95163c22ac7e3,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H034,normal,engine_card_043.json,1Lcm11fnroHu5JiR-FNM323x_8w3BIFzW,engine_card,False,5e391a5bbe8eb8835e44ace1b30a3b290cca84983a81ef0da8867e59eddec392,c575da93bff4dbf0d44252b48a1bd6a97628e1813bdeaf2ddedc4ed48b6415b5,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H035,natural,engine_card_042.json,1cPrisMjhBgEHI1Ta_QLfrTcsuOnyxkHo,engine_card,False,0d135300c771d1d9805129e8af7457905cc56355a378db7b5229c2b84865c3a5,773ce2de1992e9cabf3a8d63511920cd476e24a1480486b5d9646889d3b54abc,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H036,natural,engine_card_051.json,1QRcBM7HBB-jqBIDoKeYMBDs8Fkhj4H2r,engine_card,False,e479fd8981bbd4b62e24455cfea8de0550e901d6f0abbfc3dd557760be256466,a918bed851e8a517370fe519a3b57849a71b2673ab3bcde2a86076c97021b779,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H037,normal,confirmed_event_002.json,1h5pM7H6cFh6Mhl3Ulku5UCvy0i7cYmhi,confirmed_event,True,2da41c62e2418b1f18887d43b18e36aff14dcd9eddeb8cca95ec0b998e7a6ba8,e115570893196509314986d4a651e26abe4243b9c03ceadf944667d9a4e22afd,2,3,2,1,2,4,2.25,4,3,3,3,5,4,3.7,4,4,3,4,5,4,4.05,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,Linked surface: overlapping engine evidence supplies ranked drivers and raw references without changing the event.,1.45,1.8
H038,natural,engine_card_018.json,1u2t1baM4XTnBZlvWpRxjD3MB-4eVRstp,engine_card,False,6b1782714e11d55497461c8e9b50808dcca2c9d352b5408f238f2982792a2ab7,ebcb19607e8493a9004295e638aabbe6ed86f6e07a7d1fdd50c1a25f43dd46b9,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H039,normal,engine_card_001.json,17dhAafs9B8S95opSweSnySUKge1RZnK8,engine_card,False,3a0a845b90e680a0b9e08128584369b04a6ae3c9f99a90ba160a6960f5e58c9a,29f4c6587fec8fce1987582a6e7e90a3bfefad00b3c14f625f56a0c9a5a87546,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H040,normal,confirmed_event_008.json,1OMId50-iNu2ESqBj8yKJ8yR-qrB1YR2h,confirmed_event,False,a955eabc77f6c6a17683d90ab7db2f31376aea74d3532cd01b01f174224d5963,be62ab67ee91f9674aa5bc9dd1a867e11329aba2e9f7df62379cd1b0c131e249,2,3,2,1,2,4,2.25,4,3,3,3,5,4,3.7,4,3,3,4,5,4,3.85,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,"Unlinked confirmed surface: bounded action no longer implies drivers exist, but evidence linkage remains incomplete.",1.45,1.6
H041,natural,confirmed_event_009.json,1pIInS4AJDYOOL_4wtCBYlcwGYffTK4sQ,confirmed_event,True,f5e0185f1910a61ea759d663fae8c3cab5110dc68685ccd0c91daac197169b86,eda40815493b0ed86e116abf29c4ffd2e17ce62a0e73532be9c237a689c7bd1b,2,3,2,1,2,4,2.25,4,3,3,3,5,4,3.7,4,4,3,4,5,4,4.05,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,Linked surface: overlapping engine evidence supplies ranked drivers and raw references without changing the event.,1.45,1.8
H042,normal,engine_card_056.json,1BTfu5r36l59SJvyiiPh97mnN2In4DNcR,engine_card,False,b5d856105a4ba476214834d9d20877c63f16dba3573c162a128a3fdb8b1f001e,16f2cc8cf8c51d5da9500319fa3c1d8fc1426ab73894b5c838682e6254aabff6,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H043,natural,engine_card_022.json,1WZVWTuuqXUOlWObwDuA1MnRyO48Hwx1l,engine_card,False,52d62e720af2826753098ca73c1939ecae6b16036ed267d6416ca56959676758,af85079fc2265569b0cfdc15b023c9b9c268223c8b49e342c097b6352d398639,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H044,normal,engine_card_052.json,1fvs0dls_dtyDz9PKqbKaXhAXOsstPOZy,engine_card,False,2e3fbea419569518def57ed8432fe2b0dca0128401921986a6c639b818b7009d,a69fe068e3f2ad4923b073d8e8d8a35758b34c4772eb5279ac2b1f3cf6e8b0d0,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H045,normal,engine_card_029.json,1Iv-9hVY_mH7xKDQyr0WPEUiFcgxdavix,engine_card,False,d8b23810b6fd11f6bf3f85083a509c076cb922d04b9a4a7005482bd63fb2ac0c,ae3439e862f37f88ecfc490995a49927eafc5ddbd83659e3d721caf15f980079,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H046,normal,engine_card_051.json,1E_kBHG8OwmSigszP7PgL8iKTSxGxisUo,engine_card,False,769c7f05dff76af2bba1c727229dc2bbb5408b76f059db1c3ee0796785e7754c,c746644bc14567e22413b90d88006985bb49d1e018ec76f07c1a0bec54d0b36b,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H047,natural,engine_card_037.json,1SHvN5sK8P6xnoggh1oWtzZuXIGQOUW_Y,engine_card,False,cc05f2b35a9e280f060c7938ab89bbedf0789d781eea9aafc85cf02faa594694,37350f73bd1cabf219b7d181253c3370ba6af01ab68d5413c60cf907d23b8be2,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H048,natural,engine_card_053.json,1LRUhooK9vi_KfGcyxwDuTLUwbxme9txs,engine_card,False,a164952ca8a6f9150d0417930e0e6ef3038034a4b7e0de1163ec1ff1e3a509a6,a5823b18b6e3cfaf373beb03ddae2b389186f2460345d8f67774d8bb70b8615c,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H049,natural,engine_card_011.json,1gkcDxvSVu_lWWYIs9-Od3i0auU-NSYg4,engine_card,False,3e7e589d3330b42002d94339867fe6fc566c00bebb3c1f1c701780e5c19256c2,9ac78fd366cda7622dd98b7f3af6b16600bcec5e8268e41b3c07000875cd468b,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H050,normal,engine_card_044.json,174scWTglTImUQnshh_EuV_ZCLeQRPmeH,engine_card,False,c5d82d9baa75ee2fa976e9623d21d28ae1a8904b651a64e696c64df97d7a68c1,b207246e3e7d77555f6b8d09f565908f731e3fe6e8cdfbaac18432bb0235467c,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H051,normal,confirmed_event_006.json,1y5-eegkthz0ypYI36UL6M0F5eDKNmeOZ,confirmed_event,True,74238507671414de1fa0e74508c196ee50e408ef89e98e35f523b487016326cf,e16fc5b7780adf170ede98b3ce2a6b4a5a0f07bb4195419b650c2e6ec23a8080,2,3,2,1,2,4,2.25,4,3,3,3,5,4,3.7,4,4,3,4,5,4,4.05,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,Linked surface: overlapping engine evidence supplies ranked drivers and raw references without changing the event.,1.45,1.8
H052,normal,engine_card_023.json,1PHzQSbQR5ONUwYRadqDdXVU5VFn-kdiN,engine_card,False,1481f9f93b261156c3377d6b8763061075cd1854abacab4ae14db400d1312434,94c734f77a46e3081816fc53c23b8293e75444bcd15bfe29bbb37878d8d642de,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H053,natural,confirmed_event_014.json,1kmXOXkNx4J6sW5BrhMly5WwJqLr0VqNk,confirmed_event,False,411b62067163ba9eb47edefeaa2a4905a577721263b04ce3b37805c03334bf5b,964f0f47f793c62fe884044c5eb524cd8ad1e9d2dda7d105d60521f9223bf43f,2,3,2,1,2,4,2.25,4,3,3,3,5,4,3.7,4,3,3,4,5,4,3.85,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,"Unlinked confirmed surface: bounded action no longer implies drivers exist, but evidence linkage remains incomplete.",1.45,1.6
H054,natural,engine_card_034.json,1_JllWXt4fEn-CeMQBRCmkvyMvJRbDDQ3,engine_card,False,6f6cd33b45fb2434474de158c939d037e5346f797c48dcca5545ecf46c6f85fd,d288bf4ef383ee1b7bcb1d9a5773469181fa786f2e02ab01964000cdb5bf069e,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H055,natural,engine_card_024.json,1z-rlw6f95zQxYuOIYsMq0Big34N8iZpF,engine_card,False,1d4c3a9daf418461b67382b04430f6abb8c165f447f91caa6b5b627db5a2d86d,69abcc5d290905c29cfeb475e1f2bf716beae5196a1d06e783794b636a143167,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H056,natural,confirmed_event_018.json,1xZ15MvQGfO9ibHtPxtHjaZ4zGOpalBlU,confirmed_event,False,b90ebf4fc5858f33ad55200fbe552183960e6cdb643f321be0fb6cca56e6c869,6d6ad406121aaf2e022d2210ae09c008e8105e3bc73051327160bfc77be63924,2,3,2,1,2,4,2.25,4,3,3,3,5,4,3.7,4,3,3,4,5,4,3.85,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,"Unlinked confirmed surface: bounded action no longer implies drivers exist, but evidence linkage remains incomplete.",1.45,1.6
H057,normal,confirmed_event_010.json,1haAkyGiEW2dTpIFTcodFvT5VQtbmqBpK,confirmed_event,True,d391ac4074b69feba63999d31deee2ab0a9c08d5c47e24743036ebdc9ac7a43f,11e92f47989516360f951b22ef737293c78d1eb1ede7fa40d0f727dc0c6a7dff,2,3,2,1,2,4,2.25,4,3,3,3,5,4,3.7,4,4,3,4,5,4,4.05,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,Linked surface: overlapping engine evidence supplies ranked drivers and raw references without changing the event.,1.45,1.8
H058,natural,engine_card_048.json,1YDh9jGIIJ64LS3qcB378MrXLCdvCf8m2,engine_card,False,c3de5518d4f11e29e81c35f8610666228b371523ff5c82d416691dc257414de2,feebb4ce6436133e9f16d8649520e33b648e50556c546d6fb643323d4bfd228e,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H059,normal,engine_card_042.json,1QJA5zbiXd9HBtWrsOEXQlxB-79QzaeWl,engine_card,False,9cdc7d63b6331b36408646043251663d71e1880703aa37b0912c9cb93509c646,ce034e2606263fff0951018c4fbc7e64c7e7f1c3235118527c87905aad7d5091,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H060,normal,engine_card_024.json,1kRQXbWbXfhFDz6G54uBgZDMZEMHdHNk3,engine_card,False,0c7a9fc3433bbf4e4f2f1a85393ef1cbc4d0f6fd6ff1bd37512c95e949d4d800,06233e813b9d67ecec462f1c87fa844908791af74c5b01e11262b0883ec32cea,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H061,normal,engine_card_055.json,1zSsoW7ePoS3PU25HgHu5VAjA4mWlXvA5,engine_card,False,7923244c8ab4d16f75d9d14ee6dd8399509bc65cae731af4def99af7a72d8917,b3e9f6993274e9f1438826f734b66bad9b53c37f87f3b863a72b63f44db51948,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H062,normal,engine_card_007.json,17UP4_fcht8K2vRUwJin5uxS9jxK9UCBy,engine_card,False,2334bfec1f5f070ec077ee2f9a7c660aaf0e04439c7c779be3c0208678460090,7a4dea21a9295642fa249e1f5ec5b3c13b691da8e4863f7b32f54da92a85f95c,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H063,natural,confirmed_event_008.json,1HA5Cc4p9H7haZsuMKP6rM1KgvjUv0_LD,confirmed_event,False,3c1d1f484c44c535243412cb734c08515422c18e225847eb8f70fcb694c23b80,992365e185b1886cc7d23d0685facb07b1c3f1f59b4afa47cf2b690f9dd34060,2,3,2,1,2,4,2.25,4,3,3,3,5,4,3.7,4,3,3,4,5,4,3.85,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,"Unlinked confirmed surface: bounded action no longer implies drivers exist, but evidence linkage remains incomplete.",1.45,1.6
H064,normal,engine_card_013.json,1T74gmuON5bQGYLQUqMHS4FtPjKjQI5cz,engine_card,False,9a50a6cffc867a2a039815f2ee99589be497ec53c7a6dfa4187908921cb0516d,d18bd8e0d73a1539217279ce28c860571ef6c4f43275c357a45dddc7c60c7b8e,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H065,normal,engine_card_063.json,1uiSGivdQdpGshKJpGM8Ii_7bqqcQ_bg7,engine_card,False,e90103671eb5da291f9743bd2ef5b621faa45848865fbe7948e2917aac876991,6fa49a74ed8161d94e0bed40f17601b667217143263953830abb307c96f3f0be,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
